"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"1","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","17,99"
"1","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,28"
"1","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","28,88"
"1","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","smsp__warps_active.avg.per_cycle_active","warp","7,19"
"2","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,24"
"2","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,92"
"2","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","14,41"
"2","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","29,18"
"2","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,66"
"2","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","12,45"
"2","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","smsp__warps_active.avg.per_cycle_active","warp","3,15"
"3","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,20"
"3","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,92"
"3","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","89,21"
"3","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","16,42"
"3","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,33"
"3","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","28,76"
"3","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","smsp__warps_active.avg.per_cycle_active","warp","7,16"
"4","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,29"
"4","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,97"
"4","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","14,77"
"4","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","29,60"
"4","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,66"
"4","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","12,37"
"4","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","smsp__warps_active.avg.per_cycle_active","warp","3,13"
"5","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,20"
"5","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,78"
"5","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","80,07"
"5","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","16,43"
"5","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,33"
"5","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","28,75"
"5","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","smsp__warps_active.avg.per_cycle_active","warp","7,16"
"6","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,27"
"6","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,97"
"6","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","14,66"
"6","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","29,35"
"6","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,66"
"6","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","12,41"
"6","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","smsp__warps_active.avg.per_cycle_active","warp","3,14"
"7","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,20"
"7","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,81"
"7","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","88,60"
"7","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","16,42"
"7","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,33"
"7","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","28,71"
"7","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","smsp__warps_active.avg.per_cycle_active","warp","7,15"
"8","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,28"
"8","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,71"
"8","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","14,52"
"8","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","29,56"
"8","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,66"
"8","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","12,38"
"8","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","smsp__warps_active.avg.per_cycle_active","warp","3,13"
"9","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,20"
"9","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,91"
"9","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","81,84"
"9","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","16,42"
"9","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,33"
"9","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","28,80"
"9","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","smsp__warps_active.avg.per_cycle_active","warp","7,17"
"10","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,29"
"10","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,90"
"10","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","14,56"
"10","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","29,37"
"10","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,66"
"10","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","12,42"
"10","2800","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","smsp__warps_active.avg.per_cycle_active","warp","3,15"
"11","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,20"
"11","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,72"
"11","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","81,05"
"11","2800","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","16,42"
