"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"5","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,71"
"5","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","86,67"
"5","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","16,44"
"5","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__active_warps_per_cycle.avg.pct_of_peak_sustained_active","","n/a"
"5","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,33"
"5","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","28,74"
"6","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,29"
"6","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,81"
"6","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","14,44"
"6","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","29,47"
"6","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__active_warps_per_cycle.avg.pct_of_peak_sustained_active","","n/a"
"6","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,65"
"6","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","12,32"
"7","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,20"
"7","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,83"
"7","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","87,07"
"7","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","16,42"
"7","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__active_warps_per_cycle.avg.pct_of_peak_sustained_active","","n/a"
"7","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,33"
"7","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","28,90"
"8","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,27"
"8","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,97"
"8","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","14,71"
"8","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","29,44"
"8","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__active_warps_per_cycle.avg.pct_of_peak_sustained_active","","n/a"
"8","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,66"
"8","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","12,32"
"9","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,20"
"9","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,77"
"9","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","87,56"
"9","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","16,42"
"9","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__active_warps_per_cycle.avg.pct_of_peak_sustained_active","","n/a"
"9","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,33"
"9","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","28,77"
"10","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,28"
"10","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,87"
"10","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","14,53"
"10","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","29,31"
"10","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__active_warps_per_cycle.avg.pct_of_peak_sustained_active","","n/a"
"10","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__inst_executed.avg.per_cycle_active","inst/cycle","0,65"
"10","8539","python3.12","127.0.0.1","volta_sgemm_64x64_tn","1","7","(64, 1, 1)","(1, 500, 1)","0","7.5","Command line profiler metrics","sm__warps_active.avg.per_cycle_active","warp","12,34"
"11","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","Mbyte","8,20"
"11","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","Mbyte","7,70"
"11","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","88,15"
"11","8539","python3.12","127.0.0.1","void at::vectorized_elementwise_kernel<4, at::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3)","1","7","(128, 1, 1)","(4000, 1, 1)","0","7.5","Command line profiler metrics","lts__t_bytes.sum","Mbyte","16,42"
